2093	Vintage Cudgel	古典咒锤
2094	Water Brand	水华咒角
2097	Jade Scepter	翡翠咒杖
2102	Sanguine Scepter	染血咒杖
2106	Bone Staff	兽骨长杖
2107	Ramhorn Staff	牡羊角长杖
2108	Decorated Bone Staff	蟹甲兽骨长杖
2109	Toothed Ramhorn Staff	兽齿牡羊角长杖
2111	Staghorn Staff	羚羊角长杖
2116	Sanguine Horn Staff	血角长杖
2118	Toothed Staghorn Staff	兽齿羚羊角长杖
2121	Goathorn Staff	山羊角长杖
2123	Toothed Goathorn Staff	兽齿山羊角长杖
2125	Horn Staff	兽角长杖
2130	Black Horn Staff	黑角长杖
2133	Ivory Staff	白牙长杖
2136	Giantsgall Longstaff	巨胆长杖
2139	Astrolabe	星盘杖
2143	Leather Grimoire	鞣革魔导书
2144	Maple Picatrix	枫木巫书
2145	Engraved Leather Grimoire	雕花鞣革魔导书
2146	Ash Picatrix	梣木巫书
2147	Hard Leather Grimoire	硬革魔导书
2149	Engraved Hard Leather Grimoire	雕花硬革魔导书
2151	Yew Picatrix	紫杉巫书
2156	Goatskin Grimoire	山羊革魔导书
2160	Engraved Goatskin Grimoire	雕花山羊革魔导书
2166	Book of Silver	白银之书
2169	Embossed Book of Silver	雕花白银之书
2174	Book of Mythril	秘银之书
2184	Vintage Picatrix	古典巫书
2185	Book of Electrum	绿金之书
2189	Embossed Book of Electrum	雕花绿金之书
2193	Cantamina Thavnaria	萨维奈魔咒书
2194	Medica Thavnaria	萨维奈愈咒书
2201	Erudite's Picatrix of Healing	博学治愈巫书
2202	Erudite's Picatrix of Casting	博学咏咒巫书
2211	Deus Ex Verbis	神言集
2212	Deus Ex Gratia	神恩集
2219	Square Maple Shield	枫木方盾
2220	Company Escutcheon	部队纹章盾
2226	Bronze Hoplon	青铜重盾
2228	Round Shield	圆盾
2229	Leather Targe	鞣革皮盾
2230	Bronze Scutum	青铜步兵盾
2231	Bronze Buckler	青铜小圆盾
2233	Square Ash Shield	梣木方盾
2236	Iron Hoplon	黑铁重盾
2238	Vintage Square Shield	古典方盾
2239	Ironclad Bronze Buckler	镶铁小圆盾
2241	Iron Lantern Shield	黑铁机关盾
2242	Iron Scutum	黑铁步兵盾
2244	Vintage Hoplon	古典重盾
2246	Viper-crested Round Shield	蛇纹圆盾
2248	Iron Kite Shield	黑铁鸢盾
2250	Goatskin Targe	山羊革皮盾
2257	Bull Hoplon	公牛重盾
2260	Decorated Buckler	镶银小圆盾
2262	Decorated Iron Scutum	镶银步兵盾
2264	Vintage Buckler	古典小圆盾
2268	Bladed Lantern Shield	双剑机关盾
2270	Raptorskin Targe	盗龙革皮盾
2278	Vintage Scutum	古典步兵盾
2279	Cobalt Scutum	钴铁步兵盾
2287	Eagle-crested Round Shield	鹰纹圆盾
2289	Vintage Round Shield	古典圆盾
2294	Kite Shield	鸢盾
2296	Cobalt Bladed Lantern Shield	钴铁双剑机关盾
2298	Oxblood Targe	牛血皮盾
2300	Vintage Kite Shield	古典鸢盾
2302	Darksteel Scutum	玄钢步兵盾
2303	Darksteel Buckler	玄钢小圆盾
2304	Spruce Round Shield	云杉圆盾
2315	Bronze Saw	青铜手锯
2316	Amateur's Saw	业余手锯
2317	Chocobotail Saw	陆行鸟手锯
2318	Initiate's Saw	新来者手锯
2319	Bas-relief Iron Saw	黑铁雕纹手锯
2320	Iron Chocobotail Saw	黑铁陆行鸟手锯
2321	Bas-relief Steel Saw	白钢雕纹手锯
2322	Crosscut Saw	横切手锯
2323	Mythril Saw	秘银手锯
2324	Mythril Chocobotail Saw	秘银陆行鸟手锯
2325	Bas-relief Cobalt Saw	钴铁雕纹手锯
2328	Amateur's Claw Hammer	业余羊角锤
2329	Bronze Claw Hammer	青铜羊角锤
2331	Iron Claw Hammer	黑铁羊角锤
2332	Initiate's Claw Hammer	新来者羊角锤
2334	Steel Claw Hammer	白钢羊角锤
2335	Wrapped Steel Claw Hammer	革柄白钢羊角锤
2337	Mythril Claw Hammer	秘银羊角锤
2338	Cobalt Claw Hammer	钴铁羊角锤
2339	Militia Claw Hammer	民兵羊角锤
2341	Bronze Cross-pein Hammer	青铜横头锤
2342	Amateur's Cross-pein Hammer	业余横头锤
2343	Birdsbeak Hammer	青铜鸟嘴锤
2344	Iron Cross-pein Hammer	黑铁横头锤
2345	Initiate's Cross-pein Hammer	新来者横头锤
2346	Crowsbeak Hammer	黑铁鸟嘴锤
2347	Heavy Crowsbeak Hammer	加重鸟嘴锤
2348	Steel Cross-pein Hammer	白钢横头锤
2349	Steel Crowsbeak Hammer	白钢鸟嘴锤
2350	Wrapped Crowsbeak Hammer	革柄白钢鸟嘴锤
2351	Cobalt Cross-pein Hammer	钴铁横头锤
2352	Wrapped Hawksbeak Hammer	革柄鸟嘴锤
2355	Amateur's File	业余锉刀
2356	Bronze File	青铜锉刀
2358	Iron File	黑铁锉刀
2359	Initiate's File	新来者锉刀
2361	Steel File	白钢锉刀
2363	Mythril File	秘银锉刀
2364	Cobalt File	钴铁锉刀
2365	Militia File	民兵锉刀
2367	Bronze Doming Hammer	青铜铸甲锤
2368	Amateur's Doming Hammer	业余铸甲锤
2369	Bronze Raising Hammer	青铜圆头锤
2370	Iron Doming Hammer	黑铁铸甲锤
2371	Initiate's Doming Hammer	新来者铸甲锤
2372	Iron Raising Hammer	黑铁圆头锤
2373	Wrapped Iron Raising Hammer	革柄圆头锤
2374	Steel Doming Hammer	白钢铸甲锤
2375	Steel Raising Hammer	白钢圆头锤
2376	Cobalt Doming Hammer	钴铁铸甲锤
2377	Cobalt Raising Hammer	钴铁圆头锤
2380	Amateur's Pliers	业余手钳
2381	Bronze Pliers	青铜手钳
2383	Iron Pliers	黑铁手钳
2384	Initiate's Pliers	新来者手钳
2386	Steel Pliers	白钢手钳
2388	Mythril Pliers	秘银手钳
2389	Cobalt Pliers	钴铁手钳
2390	Militia Pliers	民兵手钳
2392	Bronze Chaser Hammer	青铜雕金锤
2393	Amateur's Chaser Hammer	业余雕金锤
2394	Bronze Ornamental Hammer	青铜装饰锤
2395	Iron Chaser Hammer	黑铁雕金锤
2396	Initiate's Chaser Hammer	新来者雕金锤
2397	Iron Ornamental Hammer	黑铁装饰锤
2398	Steel Chaser Hammer	白钢雕金锤
2399	Steel Ornamental Hammer	白钢装饰锤
2400	Mythril Ornamental Hammer	秘银装饰锤
2401	Mythril Lapidary Hammer	秘银工艺锤
2402	Electrum Lapidary Hammer	绿金工艺锤
2405	Amateur's Grinding Wheel	业余砂轮机
2406	Ragstone Grinding Wheel	砂岩砂轮机
2408	Mudstone Grinding Wheel	泥岩砂轮机
2409	Initiate's Grinding Wheel	新来者砂轮机
2411	Siltstone Grinding Wheel	粉岩砂轮机
2413	Garnet Grinding Wheel	宝石砂轮机
2414	Basilisk Grinding Wheel	石蜥蜴砂轮机
2415	Militia Grinding Wheel	民兵砂轮机
2417	Bronze Head Knife	青铜裁皮刀
2418	Amateur's Head Knife	业余裁皮刀
2419	Brass Head Knife	黄铜裁皮刀
2420	Initiate's Head Knife	新来者裁皮刀
2421	Iron Round Knife	黑铁圆革刀
2422	Iron Head Knife	黑铁裁皮刀
2423	Silver Head Knife	白银裁皮刀
2424	Steel Round Knife	白钢圆革刀
2425	Mythril Head Knife	秘银裁皮刀
2426	Mythril Round Knife	秘银圆革刀
2427	Electrum Head Knife	绿金裁皮刀
2430	Amateur's Awl	业余平斩
2431	Bronze Awl	青铜平斩
2433	Iron Awl	黑铁平斩
2434	Initiate's Awl	新来者平斩
2436	Steel Awl	白钢平斩
2437	Wrapped Steel Awl	革柄白钢平斩
2439	Mythril Awl	秘银平斩
2440	Cobalt Awl	钴铁平斩
2441	Militia Awl	民兵平斩
2443	Copper Needle	红铜缝针
2444	Bat Fang Needle	蝠牙缝针
2445	Amateur's Needle	业余缝针
2446	Brass Needle	黄铜缝针
2447	Initiate's Needle	新来者缝针
2448	Silver Needle	白银缝针
2449	Worm Fang Needle	虫牙针
2450	Mythril Needle	秘银缝针
2451	Wolf Fang Needle	狼牙缝针
2452	Thousand Needle	仙人针
2453	Electrum Needle	绿金缝针
2456	Amateur's Spinning Wheel	业余纺车
2457	Ash Spinning Wheel	梣木纺车
2459	Initiate's Spinning Wheel	新来者纺车
2460	Elm Spinning Wheel	榆木纺车
2462	Walnut Spinning Wheel	胡桃纺车
2464	Mahogany Spinning Wheel	红木纺车
2465	Rosewood Spinning Wheel	紫檀纺车
2466	Militia Spinning Wheel	民兵纺车
2468	Bronze Alembic	青铜蒸馏器
2469	Amateur's Alembic	业余蒸馏器
2470	Brass Alembic	黄铜蒸馏器
2471	Initiate's Alembic	新来者蒸馏器
2472	Iron Alembic	黑铁蒸馏器
2473	Conical Alembic	特制蒸馏器
2474	Steel Alembic	白钢蒸馏器
2475	Silver Alembic	白银蒸馏器
2476	Mythril Alembic	秘银蒸馏器
2477	Electrum Alembic	绿金蒸馏器
2478	Thermal Alembic	热能蒸馏器
2481	Amateur's Mortar	业余研钵
2482	Bronze Mortar	青铜研钵
2484	Iron Mortar	黑铁研钵
2485	Initiate's Mortar	新来者研钵
2487	Steel Mortar	白钢研钵
2488	Heavy Steel Mortar	重钢研钵
2490	Mythril Mortar	秘银研钵
2491	Cobalt Mortar	钴铁研钵
2492	Militia Mortar	民兵研钵
2494	Bronze Skillet	青铜平底锅
2495	Amateur's Skillet	业余平底锅
2496	Iron Skillet	黑铁平底锅
2497	Initiate's Skillet	新来者平底锅
2498	Iron Frypan	黑铁煎锅
2499	Bomb Frypan	爆弹煎锅
2500	Steel Skillet	白钢平底锅
2501	White Skillet	纯白平底锅
2502	Steel Frypan	白钢煎锅
2503	Cobalt Skillet	钴铁平底锅
2504	Hells' Kitchen	地狱厨锅
2507	Amateur's Culinary Knife	业余厨刀
2508	Bronze Culinary Knife	青铜厨刀
2510	Iron Culinary Knife	黑铁厨刀
2511	Initiate's Culinary Knife	新来者厨刀
2513	Steel Culinary Knife	白钢厨刀
2514	Wrapped Steel Culinary Knife	革柄白钢厨刀
2516	Mythril Culinary Knife	秘银厨刀
2517	Cobalt Culinary Knife	钴铁厨刀
2518	Militia Culinary Knife	民兵厨刀
2520	Bronze Pickaxe	青铜鹤嘴锄
2521	Amateur's Pickaxe	业余鹤嘴锄
2522	Plumed Bronze Pickaxe	白羽鹤嘴锄
2523	Iron Pickaxe	黑铁鹤嘴锄
2524	Initiate's Pickaxe	新来者鹤嘴锄
2525	Iron Dolabra	黑铁鹤嘴镐
2526	Steel Pickaxe	白钢鹤嘴锄
2527	Steel Dolabra	白钢鹤嘴镐
2528	Plumed Mythril Pickaxe	秘银鹤嘴锄
2529	Cobalt Dolabra	钴铁鹤嘴镐
2530	Egret Dolabra	小鹰鹤嘴镐
2534	Bronze Sledgehammer	青铜碎石锤
2536	Initiate's Sledgehammer	新来者碎石锤
2537	Iron Sledgehammer	黑铁碎石锤
2539	Steel Sledgehammer	白钢碎石锤
2540	Wrapped Steel Sledgehammer	革柄白钢碎石锤
2542	Mythril Sledgehammer	秘银碎石锤
2543	Cobalt Sledgehammer	钴铁碎石锤
2544	Militia Sledgehammer	民兵碎石锤
2546	Bronze Hatchet	青铜手斧
2547	Amateur's Hatchet	业余手斧
2548	Iron Hatchet	黑铁手斧
2549	Initiate's Hatchet	新来者手斧
2550	Brass Hatchet	黄铜手斧
2551	Plumed Iron Hatchet	黑铁陆行鸟手斧
2552	Steel Hatchet	白钢手斧
2553	Plumed Steel Hatchet	白钢陆行鸟手斧
2554	Mythril Hatchet	秘银手斧
2555	Cobalt Hatchet	钴铁手斧
2556	Horned Hatchet	兽角手斧
2560	Bronze Scythe	青铜镰刀
2562	Iron Scythe	黑铁镰刀
2563	Initiate's Scythe	新来者镰刀
2565	Steel Scythe	白钢镰刀
2566	Wrapped Steel Scythe	革柄白钢镰刀
2568	Mythril Scythe	秘银镰刀
2569	Cobalt Scythe	钴铁镰刀
2570	Militia Scythe	民兵镰刀
2572	Maple Fishing Rod	柳木钓竿
2573	Amateur's Fishing Rod	业余钓竿
2574	Elm Fishing Rod	榆木钓竿
2575	Initiate's Fishing Rod	新来者钓竿
2576	Yew Fishing Rod	紫杉钓竿
2577	Staghorn Fishing Rod	羚羊角钓竿
2578	Walnut Fishing Rod	胡桃钓竿
2579	Horn Fishing Rod	兽角钓竿
2580	Mahogany Fishing Rod	红木钓竿
2581	Rosewood Fishing Rod	紫檀钓竿
2582	Gilded Rosewood Fishing Rod	镀金紫檀钓竿
2588	Crayfish Ball	蝲蛄丸子
2589	Goby Ball	虾虎丸子
2593	Crab Ball	螃蟹丸子
2595	Bass Ball	鲈鱼丸子
2598	Herring Ball	鲱鱼丸子
2610	Chocobo Fly	陆行鸟拟饵
2611	Floating Minnow	漂浮诱饵鱼
2612	Brass Spoon Lure	黄铜勺形鱼饵
2614	Crow Fly	乌鸦拟饵
2615	Silver Spoon Lure	白银勺形鱼饵
2616	Steel Jig	铁板钩
2617	Sinking Minnow	下沉诱饵鱼
2618	Snurble Fly	毛球拟饵
2619	Heavy Steel Jig	重铁板钩
2620	Spinner	旋转亮片
2622	Mythril Spoon Lure	秘银勺形鱼饵
2623	Wildfowl Fly	雉鸡拟饵
2624	Topwater Frog	漂浮诱饵蛙
2625	Rainbow Spoon Lure	彩虹勺形鱼饵
2626	Spinnerbait	复合亮片
2627	Streamer	羽毛拟饵
2628	Yumizuno	弓角
2629	Hempen Coif	草布兜帽
2630	Hempen Coif of Gathering	草布大地兜帽
2631	Leather Calot	鞣革突骑帽
2650	Company Hat	部队帽
2652	Hempen Bandana	草布头巾
2653	Leather Eyepatch	鞣革眼罩
2654	Hard Leather Pot Helm	硬革盔帽
2655	Hempen Hat	草布宽边帽
2656	Bronze Chain Coif	青铜锁甲头罩
2658	Straw Hat	草帽
2660	Amateur's Headgear	业余头甲
2661	Amateur's Hempen Coif	业余兜帽
2662	Bronze Sallet	青铜角盔
2663	Stablemaid's Hat	马仆草帽
2664	Bronze Barbut	红铜开面盔
2665	Cotton Turban	棉布包头巾
2666	Stablehand's Hat	马倌草帽
2668	Brass Spectacles	黄铜眼镜
2669	Hard Leather Eyepatch	硬革眼罩
2670	Cotton Scarf	棉布围巾
2672	Hard Leather Skullcap	硬革小帽
2673	Bronze Celata	青铜头盔
2675	Ash Mask	梣木假面
2677	Hunting Hat	狩猎帽
2680	Decorated Bronze Barbut	黄铜开面盔
2685	Brass Circlet (Sunstone)	黄铜头冠（日长石）
2687	Brass Circlet (Danburite)	黄铜头冠（赛黄晶）
2689	Brass Circlet (Malachite)	黄铜头冠（孔雀石）
2691	Brass Circlet (Sphene)	黄铜头冠（榍石）
2693	Brass Circlet (Fluorite)	黄铜头冠（萤石）
2695	Brass Circlet (Lapis Lazuli)	黄铜头冠（天青石）
2697	Goatskin Pot Helm	山羊革盔帽
2699	Cotton Coif	棉布兜帽
2700	Cotton Coif of Gathering	棉布大地兜帽
2703	Ash Mask (Lapis Lazuli)	梣木假面（天青石）
2708	Iron Sallet	黑铁角盔
2710	Goatskin Eyepatch	山羊革眼罩
2712	Iron Celata	黑铁头盔
2714	Initiate's Headgear	新来者头甲
2719	Cotton Sugarloaf Hat	棉布圆锥帽
2723	Iron Elmo	黑铁骑兵头盔
2725	Reinforced Iron Sallet	加固角盔
2727	Velveteen Bandana	棉绒头巾
2728	Silver Spectacles	白银眼镜
2729	Velveteen Turban	棉绒包头巾
2731	Silver Magnifiers	白银作业眼镜
2733	Velveteen Wedge Cap of Crafting	棉绒巧匠无檐帽
2734	Velveteen Wedge Cap of Gathering	棉绒大地无檐帽
2735	Silver Circlet (Garnet)	白银头冠（石榴石）
2737	Silver Circlet (Goshenite)	白银头冠（透绿柱石）
2739	Silver Circlet (Peridot)	白银头冠（橄榄石）
2741	Silver Circlet (Heliodor)	白银头冠（金绿柱石）
2743	Silver Circlet (Amethyst)	白银头冠（紫水晶）
2745	Silver Circlet (Aquamarine)	白银头冠（海蓝石）
2750	Velveteen Beret	棉绒贝雷帽
2753	Steel Sallet	白钢角盔
2755	Steel Celata	白钢头盔
2757	Vintage Celata	古典头盔
2758	Steel Goggles	白钢护目镜
2763	Velveteen Sugarloaf Hat	棉绒圆锥帽
2765	Steel Elmo	白钢骑兵头盔
2767	Skull Eyepatch	骷髅眼罩
2769	Mythril Magnifiers	秘银作业眼镜
2774	Mythril Spectacles	秘银眼镜
2776	Linen Turban	亚麻包头巾
2778	Angler's Hat	鮟鱇草帽
2779	Linen Hat	亚麻宽边帽
2785	Vintage Chef's Hat	古典厨帽
2786	Steel Barbut	白钢开面盔
2788	Boarskin Pot Helm	野猪革盔帽
2790	Mythril Circlet (Rubellite)	秘银头冠（红电气石）
2792	Mythril Circlet (Zircon)	秘银头冠（锆石）
2794	Mythril Circlet (Tourmaline)	秘银头冠（碧玺）
2796	Mythril Circlet (Amber)	秘银头冠（琥珀）
2798	Mythril Circlet (Spinel)	秘银头冠（尖晶石）
2800	Mythril Circlet (Turquoise)	秘银头冠（绿松石）
2802	Mythril Elmo	秘银骑兵头盔
2804	Linen Wedge Cap of Crafting	亚麻巧匠无檐帽
2805	Linen Wedge Cap of Gathering	亚麻大地无檐帽
2806	Woolen Coif	呢绒兜帽
2808	Woolen Coif of Gathering	呢绒大地兜帽
2810	Woolen Turban	呢绒包头巾
2812	Mythril Celata	秘银头盔
2814	Woolen Hat	呢绒宽边帽
2816	Linen Deerstalker	亚麻猎鹿帽
2817	Mythril Barbut	秘银开面盔
2819	Mythril Mesail	秘银口罩
2825	Ranger's Hat	呢绒狩猎帽
2827	Mythril Chain Coif	秘银锁甲头罩
2829	Woolen Beret	呢绒贝雷帽
2830	Reinforced Mythril Elmo	加固骑兵头盔
2832	Woolen Cavalier's Hat	呢绒骑士帽
2834	Cobalt Preserves	钴铁护目镜
2835	Felt Coif	纤维兜帽
2837	Felt Coif of Gathering	纤维大地兜帽
2850	Cobalt Elmo	钴铁骑兵头盔
2852	Felt Hat	纤维宽边帽
2854	Woolen Deerstalker	呢绒猎鹿帽
2855	Vintage Jester's Cap	古典小丑帽
2857	Electrum Monocle	绿金单眼镜
2859	Cobalt Barbut	钴铁开面盔
2861	Cobalt Mesail	钴铁口罩
2862	Raptorskin Pot Helm	盗龙革盔帽
2870	Electrum Circlet (Rubellite)	绿金头冠（红电气石）
2872	Electrum Circlet (Zircon)	绿金头冠（锆石）
2874	Electrum Circlet (Tourmaline)	绿金头冠（碧玺）
2876	Electrum Circlet (Amber)	绿金头冠（琥珀）
2878	Electrum Circlet (Spinel)	绿金头冠（尖晶石）
2880	Electrum Circlet (Turquoise)	绿金头冠（绿松石）
2882	Rainmaker's Hat	纤维狩猎帽
2884	Cobalt Chain Coif	钴铁锁甲头罩
2886	Felt Beret	纤维贝雷帽
2888	Vintage Coif	古典兜帽
2889	Cobalt Celata	钴铁头盔
2891	Felt Cavalier's Hat	纤维骑士帽
2893	Cobalt Sallet	钴铁角盔
2895	Patrician's Wedge Cap	显贵无檐帽
2911	Militia Barbut	民兵开面盔
2912	Militia Armet	民兵战盔
2913	Militia Hat	民兵宽边帽
2915	Silver Tricorne	白银三角帽
2920	Carpenter's Hood	木匠头巾帽
2921	Blacksmith's Goggles	铁匠护镜帽
2922	Armorer's Visor	甲匠遮面罩
2923	Goldsmith's Turban	金匠包头巾
2924	Leatherworker's Hat	革匠工作帽
2925	Weaver's Gibus	衣匠高礼帽
2926	Alchemist's Monocle	炼金单眼镜
2927	Culinarian's Hat	烹调高厨帽
2928	Hamlet Digger's Helmet	矿工头灯帽
2929	Hamlet Cutter's Hat	樵夫尖角帽
2930	Hamlet Puller's Hat	渔人休闲帽
2932	Rose Gold Circlet	玫瑰金头冠
2933	Imperial Operative Tricorne	特务三角帽
2934	Imperial Operative Hat	特务小丑帽
2938	Gryphonskin Bandana	骏鹰革头巾
2939	Gryphonskin Hat	骏鹰革狩猎帽
2940	Darksteel Chain Coif	玄钢锁甲头罩
2941	Vanya Hat of Casting	绢布咏咒宽边帽
2942	Vanya Hat of Healing	绢布治愈宽边帽
2958	Hempen Dalmatica	草布厚袍
2959	Hempen Dalmatica of Gathering	草布大地厚袍
2960	Hempen Tunic	草布束腰衣
2961	Hempen Kurta	草布无领衬衫
2993	Company Tabard	部队罩衣
2996	Hempen Undershirt	贴身背心
2997	Hempen Camise	紧身小背心
2999	Hempen Tabard	草布短袖罩衣
3000	Hempen Cowl	草布僧袍
3001	Hempen Shepherd's Tunic	草布束腰牧衣
3008	Hempen Acton	草布棉甲
3010	Hempen Halfrobe	草布短袍
3011	Bronze Haubergeon	青铜锁子铠
3013	Amateur's Doublet Vest	业余工作坎肩
3014	Amateur's Kurta	业余无领衬衫
3015	Amateur's Dalmatica	业余厚袍
3016	Leather Jacket	鞣革皮甲
3017	Hard Leather Harness	硬革格斗服
3018	Hempen Robe	草布长袍
3019	Hempen Doublet Vest of Crafting	草布巧匠工作坎肩
3020	Hempen Doublet Vest of Gathering	草布大地工作坎肩
3022	Cotton Shirt	棉布衬衫
3023	Cotton Shepherd's Tunic	棉布束腰牧衣
3024	Cotton Cowl	棉布僧袍
3026	Bronze Cuirass	青铜胸甲
3028	Cotton Tabard	棉布短袖罩衣
3036	Cotton Dalmatica	棉布厚袍
